pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
6241209,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Nanmanda (Ct)","Nanmanda","CHELANNUR",2,3,1,7,4,673613,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,0,0,1,4,0,0
7381688,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,2,3,1,7,5,673602,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,15,15,2,3,1,0
4164936,"KERALA","KOZHIKODE","KOZHIKODE",2,"Ramanattukara_Municipality","Palakkaparambu",,,,6,3,1,10,5,673633,2,2,3,0,1,19,8,0,0,1,0,1,1,9,0,1,28,22,0,2,0,0
3815800,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Kakkur","Kakkur","CHELANNUR",2,3,1,5,4,673613,2,2,3,0,2,8,0,0,0,0,0,1,1,2,190,1,0,0,0,0,4,2
7931189,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Menhaniam (Ct)","Perambra","PERAMBRA",3,3,1,12,5,673525,2,2,3,0,2,19,0,0,0,1,1,1,1,9,0,1,29,33,11,11,0,3
7915506,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Palery","Changaroth","PERAMBRA",1,3,1,4,1,673508,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,9,7,0,0,1,0
6583538,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,4,673585,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,5,0,0,3,2
1078702,"KERALA","KOZHIKODE","THUNERI",1,,,"Valayam (Ct)","Valayam","THUNERI",2,3,1,5,4,673517,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,23,19,0,0,0,0
6538445,"KERALA","KOZHIKODE","KOZHIKODE",2,"Feroke_Municipality","Madathilpadam East",,,,4,3,5,7,4,673631,2,2,3,0,1,8,19,0,0,0,0,1,9,0,195,1,0,0,0,0,0,0
2124051,"KERALA","KOZHIKODE","VATAKARA",1,,,"Chorode (Ct)","Chorode","VADAKARA",1,3,1,4,4,673106,2,2,3,0,2,8,0,0,0,0,0,1,1,2,190,1,7,8,5,0,1,0
8983977,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","KOTHAMANGALAM",,,,1,3,1,4,1,673305,2,2,3,0,2,19,8,0,0,0,0,1,1,2,195,1,48,40,15,8,4,1
1599007,"KERALA","KOZHIKODE","THODANNUR",1,,,"Ayancheri (Ct)","Ayancheri","THODANNUR",1,3,1,4,4,673541,2,2,3,0,2,8,0,0,0,0,0,1,2,1,0,1,0,0,0,0,4,2
1172405,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Edakkadu",,,,1,3,1,4,4,673005,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,2,1,1,1,0,0
6892522,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","VADAKARA THERU",,,,1,3,1,4,4,673104,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,5,0,0,0,1,0
5956134,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Kottur","Kottur","BALUSSERI",1,3,1,4,1,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,5,0,1,0,1
3791713,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,5,3,5,12,4,673602,2,2,3,0,1,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
4555845,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Chempanoda","Chakittapara","PERAMBRA",2,3,1,7,4,673528,2,2,3,0,1,8,0,0,0,0,0,1,2,2,190,1,0,0,0,0,0,0
7894669,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Civil Station",,,,6,3,1,10,5,673020,2,2,3,0,2,19,0,0,0,2,0,1,1,9,187,1,31,21,18,13,14,11
5303258,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Ulliyeri (Ct)","Uliyeri","BALUSSERI",1,3,1,4,1,673323,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,3,1,2,0,0
8491491,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kappakkal",,,,1,3,1,4,1,673003,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,10,5,0,0,1,0
1390646,"KERALA","KOZHIKODE","VATAKARA",1,,,"Azhiyur (Ct)","Azhiyur","VADAKARA",1,3,1,4,1,673309,2,2,3,0,2,8,19,0,0,0,0,1,1,2,189,1,2,3,1,0,0,0
4875165,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Arikkulam (Part)","Arikulam","PANTHALAYANI",2,3,1,7,4,673620,2,2,3,0,1,8,0,0,0,0,0,1,1,2,189,1,6,9,1,1,0,0
6158184,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Puthur","Omassery","KODUVALLY",1,3,1,4,4,673582,2,2,3,0,1,8,0,0,0,0,0,1,1,2,188,1,4,9,0,1,0,1
4250623,"KERALA","KOZHIKODE","MELADY",1,,,"Meppayyur (Ct)","Meppayur","MELDAY",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,5,9,1,0,2,4
3986158,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Koodaranji","Koodaranji","KODUVALLY",1,3,1,4,4,673604,2,2,3,0,1,8,0,0,0,0,0,1,1,2,190,1,0,0,0,0,0,0
7465957,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kuruvattur (Ct)","Kuruvattur","KUNNAMANGALAM",2,3,1,7,4,673012,2,2,3,0,2,8,19,0,0,0,0,1,1,2,188,1,9,8,8,2,4,1
6674640,"KERALA","KOZHIKODE","VATAKARA",1,,,"Azhiyur (Ct)","Azhiyur","VADAKARA",2,3,1,7,4,673308,2,2,3,0,2,8,19,0,0,0,0,1,1,2,190,1,22,30,1,2,0,0
8251619,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kumaranallur","Karasseri","KUNNAMANGALAM",1,3,1,4,1,673602,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,23,24,3,3,2,2
5864523,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kuruvattur (Ct)","Kuruvattur","KUNNAMANGALAM",6,3,1,10,5,673012,1,2,3,0,2,8,0,0,0,2,0,2,2,9,200,2,0,0,0,0,0,0
3180609,"KERALA","KOZHIKODE","THUNERI",1,,,"Thuneri (Ct)","Thuneri","THUNERI",2,3,1,7,8,673505,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,47,40,14,8,0,0
6316470,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",2,3,1,7,8,673304,2,2,3,0,1,19,0,0,0,0,0,1,1,9,0,1,26,19,0,0,0,0
2721040,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Nadakkavu",,,,5,2,5,12,4,673011,2,2,3,0,1,8,19,0,0,2,2,1,9,0,195,1,0,0,0,0,0,0
7642025,"KERALA","KOZHIKODE","THUNERI",1,,,"Edacheri (Ct)","Edacheri","THUNERI",1,3,1,4,4,673502,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,2,3,2,0,0
2264283,"KERALA","KOZHIKODE","THUNERI",1,,,"Nadapuram (Ct)","Nadapuram","THUNERI",10,2,8,12,4,673504,2,2,3,0,1,8,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
3953161,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Puthur","Omassery","KODUVALLY",10,3,8,12,4,673582,2,2,3,0,1,8,19,0,0,2,2,1,9,0,180,1,0,0,0,0,0,0
6276264,"KERALA","KOZHIKODE","THODANNUR",1,,,"Kottappally (Ct)","Thiruvallur","THODANNUR",2,3,1,5,8,673542,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,2,35,21,7,5,0,0
4697183,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Chempanoda","Chakittapara","PERAMBRA",2,3,1,7,4,673528,2,2,3,0,1,8,19,0,0,0,0,1,2,2,193,1,2,0,2,0,7,10
1662772,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,6,3,1,10,5,673602,2,2,3,0,1,19,0,0,0,1,0,1,1,9,205,2,16,18,6,5,1,0
7420821,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","NADELAKANDI",,,,2,3,1,7,5,673305,2,2,3,0,2,19,0,0,0,0,0,1,1,9,216,1,17,10,0,0,2,5
7376558,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",1,3,1,4,1,673304,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,0,1,0,0,3,2
5840714,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Paroppadi",,,,3,3,1,12,5,673009,2,2,3,0,2,19,0,0,0,1,1,1,1,9,215,1,78,59,1,2,0,0
1899870,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Palayam",,,,1,3,1,4,1,673004,2,2,3,0,2,8,0,0,0,0,0,1,2,1,195,1,0,0,0,0,3,4
7123439,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Balusseri (Ct)","Balusseri","BALUSSERI",6,3,1,10,5,673612,2,2,3,0,2,19,0,0,0,1,0,1,2,9,204,1,0,0,76,75,0,0
3210074,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Valliyangadi",,,,1,2,1,4,4,673001,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,0,48,0,16,0,0
9539159,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Easthill",,,,3,3,1,12,92,673005,2,2,3,0,2,19,0,0,0,1,1,1,1,2,0,1,13,20,45,52,7,7
7184609,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Baypore",,,,1,3,1,4,1,673015,2,2,3,0,2,8,0,0,0,0,0,1,2,1,0,1,0,0,0,2,2,1
6418014,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Madavoor","Madavoor","KODUVALLY",1,3,1,4,1,673585,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,10,0,0,0,0
7247178,"KERALA","KOZHIKODE","THODANNUR",1,,,"Palayad (Ct)","Maniyur","THODANNUR",2,3,1,5,4,673521,2,2,3,0,2,8,0,0,0,0,0,1,1,2,5,1,8,9,0,0,0,0
1195660,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Koodaranji","Koodaranji","KODUVALLY",1,3,1,4,1,673604,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,11,5,2,0,0,0
5051262,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Narippatta","Naripetta","KUNNUMMAL",1,3,1,4,1,673507,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0
5002840,"KERALA","KOZHIKODE","THODANNUR",1,,,"Maniyur (Ct)","Maniyur","THODANNUR",1,3,1,4,4,673541,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,1,4,0,0,0,0
3063468,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",2,3,1,7,8,673014,2,2,3,0,1,19,0,0,0,0,0,1,1,9,0,1,12,14,4,0,0,0
3465751,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",2,3,1,5,4,673503,2,2,3,0,2,8,0,0,0,0,0,1,1,1,187,1,3,5,2,1,0,0
9423698,"KERALA","KOZHIKODE","KUNNAMANGALAM",2,"","",,,,7,3,5,10,5,673582,2,2,3,0,2,8,19,0,0,2,0,1,9,9,200,1,0,0,0,0,0,0
8436089,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kunnamangalam (Ct)","Kunnamangalam","KUNNAMANGALAM",1,3,1,4,4,673571,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,3,3,0,0,0,0
5283646,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",2,3,1,7,4,673304,2,2,3,0,2,8,0,0,0,0,0,1,1,2,190,1,0,0,0,0,0,0
1417781,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Kommeri",,,,2,3,1,7,4,673016,2,2,3,0,2,19,8,0,0,0,0,1,1,2,187,1,0,0,2,1,14,16
1669843,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Raroth","Thamarasseri","Koduvally",1,3,1,4,5,673573,2,2,3,0,2,19,0,0,0,0,0,1,2,9,188,1,30,21,1,4,0,0
9286781,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Payyanakkal",,,,1,3,1,4,4,673028,2,2,3,0,2,8,19,0,0,0,0,1,1,2,198,1,17,22,5,5,0,0
6791782,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",1,3,1,4,1,673014,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,1,3,2,2,0,0
9197173,"KERALA","KOZHIKODE","THUNERI",1,,,"Edacheri (Ct)","Edacheri","THUNERI",2,3,1,5,4,673505,2,2,3,0,2,8,0,0,0,0,0,1,1,1,0,1,11,9,2,1,0,0
8452601,"KERALA","KOZHIKODE","MAVOOR",1,,,"Poolacode (Ct)","Chathamangalam","KUNNAMANGALAM",1,3,1,4,1,673601,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,5,4,0,1,0,0
2886579,"KERALA","KOZHIKODE","MAVOOR",1,,,"Kuttikkattoor (Ct)","Peruvayal","KUNNAMANGALAM",1,3,1,4,4,673008,2,2,3,0,1,8,0,0,0,0,0,1,2,2,188,1,0,0,0,0,0,0
1860971,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kedavur","Kattippara","KODUVALLY",3,3,1,12,5,673573,2,2,2,3,1,19,0,0,0,1,1,1,1,9,200,2,62,64,16,15,0,0
9184289,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kavilumpara","Kavilumpara","KUNNUMMAL",1,3,1,4,8,673513,2,2,3,0,1,19,0,0,0,0,0,1,1,9,208,1,24,20,8,6,0,0
1100214,"KERALA","KOZHIKODE","VATAKARA",1,,,"Onchiam","Onchiyam","VADAKARA",1,3,1,4,4,673102,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,3,4,0,0,0,0
6007152,"KERALA","KOZHIKODE","THUNERI",1,,,"Vanimel","Valayam","THUNERI",1,3,1,4,4,673517,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,0,0,0,0,6,1
4113457,"KERALA","KOZHIKODE","THODANNUR",1,,,"Ayancheri (Ct)","Ayancheri","THODANNUR",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,2,0,1,0,0
4176766,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Westhill",,,,2,3,1,7,1,673005,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,1,1,0,0,0,0
7725629,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Mankavu",,,,1,3,1,4,1,0,2,2,3,0,2,19,8,0,0,0,0,1,1,2,195,1,25,31,0,5,6,0
9903133,"KERALA","KOZHIKODE","THUNERI",1,,,"Purameri","Purameri","THUNERI",1,3,1,4,4,673542,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,2,1,0,0,1,1
6170594,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Nallalam",,,,1,3,1,4,4,673655,2,2,3,0,1,8,0,0,0,0,0,1,1,2,0,1,17,12,5,9,0,0
5334324,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","MEPPAYIL",,,,2,3,1,7,4,0,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0
1521989,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",1,3,1,4,1,673574,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,6,2,0,0,3,0
3860040,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kuruvattur (Ct)","Kuruvattur","KUNNAMANGALAM",1,3,1,4,4,673571,2,2,3,0,1,8,0,0,0,0,0,1,1,2,189,1,0,0,0,0,0,0
4403017,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Kakkodi (Ct)","Kakkodi","CHELANNUR",1,3,1,4,4,673611,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,7,2,0,0,4,1
4980504,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Neduvattam",,,,1,3,1,4,8,673015,2,2,3,0,2,19,0,0,0,0,0,1,1,9,20,1,20,24,11,7,0,0
4869353,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Panniyankara",,,,1,3,1,4,1,673003,2,2,3,0,2,8,0,0,0,0,0,1,1,2,195,1,7,6,2,3,0,0
4886449,"KERALA","KOZHIKODE","KOZHIKODE",2,"Ramanattukara_Municipality","Kottamangalam",,,,4,3,5,7,4,673632,2,2,3,0,2,8,19,0,0,0,0,1,9,0,195,1,0,0,0,0,0,0
9742615,"KERALA","KOZHIKODE","MELADY",2,"Payyoli_Municipality","Payyoli Town",,,,1,3,1,4,4,673522,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,8,8,0,1,0,0
8571209,"KERALA","KOZHIKODE","VATAKARA",1,,,"Eramala (Ct)","Eramala","VADAKARA",2,3,1,7,5,673501,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,2,13,10,3,1,0,0
2828776,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Kudilthode",,,,2,3,1,7,4,673017,2,2,3,0,2,19,8,0,0,0,0,1,1,2,192,1,0,0,2,1,16,11
7177787,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Koorachundu","Koorachundu","BALUSSERI",2,3,1,7,4,673527,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,0,0,1,2,6,7
7941064,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Atholi (Ct)","Atholi","PANTHALAYANI",6,3,1,10,8,673323,2,2,3,0,1,19,0,0,0,1,0,1,1,9,200,1,21,30,0,0,0,0
4671569,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kundayithode",,,,2,3,1,7,5,673655,2,2,3,0,2,19,0,0,0,0,0,1,1,9,204,1,9,5,0,0,0,0
8195976,"KERALA","KOZHIKODE","VATAKARA",1,,,"Azhiyur (Ct)","Azhiyur","VADAKARA",2,3,1,7,5,673308,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,2,38,30,7,4,0,0
4008275,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Chemancheri (Ct)","Chemanachery","PANTHALAYANI",2,3,1,7,8,673304,1,2,3,0,2,8,0,0,0,0,0,1,2,9,180,1,1,0,0,0,0,0
8808170,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Narippatta","Naripetta","KUNNUMMAL",1,3,1,4,4,673506,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,6,6,0,0,0,1
8395191,"KERALA","KOZHIKODE","MAVOOR",1,,,"Kuttikkattoor (Ct)","Peruvayal","KUNNAMANGALAM",2,3,1,6,5,673008,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,5,1,1,1,5,3
8360869,"KERALA","KOZHIKODE","KOZHIKODE URC",2,"Kozhikode_Municipal Corporations","Erannikkal",,,,1,3,1,4,5,673303,2,2,3,0,2,19,0,0,0,0,0,1,1,9,200,1,13,10,3,2,0,0
4643581,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Eravattur (Ct)","Perambra","PERAMBRA",1,3,1,4,4,673525,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,11,13,0,0,0,0
5678928,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","CHOLAMVAYAL",,,,1,3,1,4,4,673101,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,14,15,0,0,3,2
2566137,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Velom","Velom","KUNNUMMAL",1,3,1,4,1,673507,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,9,7,0,1,12,6
9982731,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Moodadi","Moodadi","PANTHALAYANI",1,3,1,4,4,673307,2,2,3,0,1,8,0,0,0,0,0,1,1,2,189,1,9,4,8,5,0,0
3757254,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Chalappuram",,,,2,3,1,7,5,673002,2,2,3,0,2,19,0,0,0,0,0,1,1,9,199,1,2,6,1,0,0,0
6635346,"KERALA","KOZHIKODE","KODUVALLY",1,,,"Kizhakkoth","Kizhakkoth","KODUVALLY",2,3,1,5,4,673572,2,2,3,0,2,8,0,0,0,0,0,1,2,2,0,1,15,10,0,0,0,0
6995136,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kayakkodi","Kayakkodi","KUNNUMMAL",10,3,8,12,4,673508,2,2,3,0,2,8,19,0,0,2,2,1,9,0,188,1,0,0,0,0,0,0
2033926,"KERALA","KOZHIKODE","VATAKARA",1,,,"Onchiam","Onchiyam","VADAKARA",2,3,1,5,4,673308,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,12,7,0,0,0,0
3185013,"KERALA","KOZHIKODE","PANTHALAYANI",1,,,"Arikkulam (Part)","Arikulam","PANTHALAYANI",1,3,1,4,4,673620,2,2,3,0,2,8,0,0,0,0,0,1,1,2,196,1,4,3,2,6,13,13
2482898,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Koorachundu","Koorachundu","BALUSSERI",2,3,1,7,4,673527,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,1,1,4,3,23,25
6526910,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Kottur","Kottur","BALUSSERI",1,3,1,4,1,673614,2,2,3,0,2,8,0,0,0,0,0,1,1,2,188,1,1,2,0,0,2,1
6747008,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Nochad","Nochad","PERAMBRA",1,3,1,4,4,673524,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,3,5,3,2,0,0
1873086,"KERALA","KOZHIKODE","KOZHIKODE",1,,,"Olavanna (Ct)","Olavanna","KOZHIKODE",3,3,1,12,5,673014,2,2,2,3,2,19,0,0,0,2,2,1,1,9,0,1,0,0,2,1,5,1
8270043,"KERALA","KOZHIKODE","MELADY",1,,,"Kozhukkallur (Ct)","Meppayur","MELDAY",1,3,1,4,1,673523,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,7,13,8,3,0,0
5465749,"KERALA","KOZHIKODE","VATAKARA",2,"Vatakara_Municipality","PURANGARA",,,,2,3,1,5,4,673103,2,2,3,0,2,8,0,0,0,0,0,1,1,2,198,1,5,3,0,1,0,0
7477504,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Kommeri",,,,3,3,1,12,92,673016,2,2,3,0,2,19,0,0,0,1,1,1,1,1,220,2,16,18,26,18,1,0
3571528,"KERALA","KOZHIKODE","KUNNAMANGALAM",1,,,"Kunnamangalam (Ct)","Kunnamangalam","KUNNAMANGALAM",2,3,1,7,4,673571,2,2,3,0,2,8,19,0,0,0,0,1,1,2,0,1,10,7,0,0,0,2
9615363,"KERALA","KOZHIKODE","MELADY",1,,,"Thikkody (Ct)","Thikkodi","MELDAY",2,3,1,7,5,673522,1,2,3,0,2,8,0,0,0,0,0,1,2,9,198,1,0,0,0,0,0,0
5132851,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Maruthonkara","Maruthomkara","KUNNUMMAL",1,3,1,4,1,673513,2,2,3,0,2,8,0,0,0,0,0,1,1,2,187,1,2,3,1,0,2,2
7791192,"KERALA","KOZHIKODE","BALUSSERY",1,,,"Unnikulam","Unnikulum","BALUSSERI",1,3,1,4,1,673574,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,14,9,1,0,0,0
2197835,"KERALA","KOZHIKODE","KODUVALLY",2,"Koduvally_Municipality","Koduvally East",,,,3,3,1,12,5,673572,2,2,3,0,2,19,8,0,0,2,2,1,1,9,189,1,26,24,0,1,0,0
3578896,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Maruthonkara","Maruthomkara","KUNNUMMAL",1,3,1,4,1,673513,2,2,3,0,2,8,19,0,0,0,0,1,1,2,188,1,3,7,0,0,1,1
6088320,"KERALA","KOZHIKODE","THUNERI",1,,,"Chekkiad (Ct)","Chekkiad","THUNERI",5,3,5,12,5,673509,2,2,3,0,2,8,19,0,0,2,2,1,9,9,0,1,0,0,0,0,0,0
6615634,"KERALA","KOZHIKODE","PERAMBRA",1,,,"Koothali (Ct)","Koothali","PERAMBRA",1,3,1,4,1,673525,2,2,3,0,2,8,0,0,0,0,0,1,1,2,0,1,1,3,0,0,0,0
3030835,"KERALA","KOZHIKODE","PANTHALAYANI",2,"koyilandy_Municipality","PAVU VAYAL",,,,2,3,1,7,4,673305,2,2,3,0,2,8,0,0,0,0,0,1,1,2,195,1,5,6,0,0,0,0
6471005,"KERALA","KOZHIKODE","CHELANNUR",1,,,"Kakkodi (Ct)","Kakkodi","CHELANNUR",1,3,1,4,4,673611,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,2,4,0,0,0,0
3004626,"KERALA","KOZHIKODE","THUNERI",1,,,"Chekkiad (Ct)","Chekkiad","THUNERI",2,3,1,5,4,673509,2,2,3,0,1,8,19,0,0,0,0,1,1,2,0,1,12,19,3,0,0,0
4902341,"KERALA","KOZHIKODE","KUNNUMMAL",1,,,"Kuttiadi","Kuttiadi","KUNNUMMAL",1,3,1,4,5,673513,2,2,3,0,2,19,0,0,0,0,0,1,1,9,0,1,5,8,0,0,0,0
8730912,"KERALA","KOZHIKODE","MELADY",2,"Payyoli_Municipality","Kolavi",,,,1,3,1,4,4,673521,2,2,3,0,2,8,0,0,0,0,0,1,1,2,189,1,10,15,0,0,0,0
7533377,"KERALA","KOZHIKODE","KOZHIKKODE URC SOUTH",2,"Kozhikode_Municipal Corporations","Palayam",,,,6,3,1,10,5,673004,2,2,3,0,2,19,0,0,0,2,0,1,1,9,200,1,13,14,4,4,4,1
